article_title	PMID	sentence	short_form	long_form
Influence of APOE genotype in primary age-related tauopathy.	33287896	"The term ""Primary age-related tauopathy"" (PART) was coined in 2014 to describe the common neuropathological observation of neurofibrillary tangles without associated beta-amyloid (Aβ) pathology. It is possible for PART pathology to be present in both cognitively normal and cognitively impaired individuals. Genetically, Apolipoprotein E (APOE) ε4 has been shown to occur less commonly in PART than in Alzheimer's disease (AD). Here, we investigate the relationships between PART, AD and those pathologically normal for age, with an emphasis on APOE and cognition, using 152 selected participants from The University of Manchester Longitudinal Study of Cognition in Normal Healthy Old Age and the Manchester arm of the Brains for Dementia Research cohort. APOE genotype differed between PART and AD with APOE ε2 more common in the former and APOE ε4 more common in the latter. Individuals with definite PART were less likely to be cognitively impaired than those with AD and those with pathology considered pathologically normal for age. We postulate that the lack of Aβ in definite PART cases may be due either to an increased frequency of APOE ε2 or decreased frequency of APOE ε4 as their resulting protein isoforms have differing binding properties in relation to Aβ. Similarly, an increased frequency of APOE ε2 or decreased frequency of APOE ε4 may lead to decreased levels of cognitive impairment, which raises questions regarding the impact of Aβ pathology on overall cognition in elderly subjects. We suggest that it may be possible to use the increased frequency of APOE ε2 in definite PART to assist neuropathological diagnosis."	ĠPART	 beta-amyl
Influence of APOE genotype in primary age-related tauopathy.	33287896	"The term ""Primary age-related tauopathy"" (PART) was coined in 2014 to describe the common neuropathological observation of neurofibrillary tangles without associated beta-amyloid (Aβ) pathology. It is possible for PART pathology to be present in both cognitively normal and cognitively impaired individuals. Genetically, Apolipoprotein E (APOE) ε4 has been shown to occur less commonly in PART than in Alzheimer's disease (AD). Here, we investigate the relationships between PART, AD and those pathologically normal for age, with an emphasis on APOE and cognition, using 152 selected participants from The University of Manchester Longitudinal Study of Cognition in Normal Healthy Old Age and the Manchester arm of the Brains for Dementia Research cohort. APOE genotype differed between PART and AD with APOE ε2 more common in the former and APOE ε4 more common in the latter. Individuals with definite PART were less likely to be cognitively impaired than those with AD and those with pathology considered pathologically normal for age. We postulate that the lack of Aβ in definite PART cases may be due either to an increased frequency of APOE ε2 or decreased frequency of APOE ε4 as their resulting protein isoforms have differing binding properties in relation to Aβ. Similarly, an increased frequency of APOE ε2 or decreased frequency of APOE ε4 may lead to decreased levels of cognitive impairment, which raises questions regarding the impact of Aβ pathology on overall cognition in elderly subjects. We suggest that it may be possible to use the increased frequency of APOE ε2 in definite PART to assist neuropathological diagnosis."	PART	Primary age-related tauopathy
Unexpected tumor response to palliative pelvic radiotherapy in mismatch repair-deficient advanced prostate cancer: a case report.	33287897	Mismatch-repair-deficiency resulting in microsatellite instability (MSI) may confer increased radiosensitivity in locally advanced/metastatic tumors and thus radiotherapy (RT) potentially might have a changing role in treating this subset of patients, alone or in combination with checkpoint inhibitors.	RT	 radiotherapy
Unexpected tumor response to palliative pelvic radiotherapy in mismatch repair-deficient advanced prostate cancer: a case report.	33287897	Mismatch-repair-deficiency resulting in microsatellite instability (MSI) may confer increased radiosensitivity in locally advanced/metastatic tumors and thus radiotherapy (RT) potentially might have a changing role in treating this subset of patients, alone or in combination with checkpoint inhibitors.	MSI	 microsatellite instability
Infusion of blood from mice displaying cerebral amyloidosis accelerates amyloid pathology in animal models of Alzheimer's disease.	33287898	Previous studies showed that injection of tissue extracts containing amyloid-β (Aβ) aggregates accelerate amyloid deposition in the brain of mouse models of Alzheimer's disease (AD) through prion-like mechanisms. In this study, we evaluated whether brain amyloidosis could be accelerated by blood infusions, procedures that have been shown to transmit prion diseases in animals and humans. Young transgenic mice infused with whole blood or plasma from old animals with extensive Aβ deposition in their brains developed significantly higher levels brain amyloidosis and neuroinflammation compared to untreated animals or mice infused with wild type blood. Similarly, intra-venous injection of purified Aβ aggregates accelerated amyloid pathology, supporting the concept that Aβ seeds present in blood can reach the brain to promote neuropathological alterations in the brain of treated animals. However, an amyloid-enhancing effect of other factors present in the blood of donors cannot be discarded. Our results may help to understand the role of peripheral (amyloid-dependent or -independent) factors implicated in the development of AD and uncover new strategies for disease intervention.	AD	 Alzheimer's disease
Collagenous Alzheimer amyloid plaque component impacts on the compaction of amyloid-β plaques.	33287899	Massive deposition of amyloid β peptides (Aβ) as senile plaques (SP) characterizes the brain pathology of Alzheimer's disease (AD). SPs exhibit a variety of morphologies, although little is known about the SP components that determine their morphology. Collagenous Alzheimer amyloid plaque component (CLAC) is one of the major non-Aβ proteinaceous components of SP amyloid in AD brains. Here we show that overexpression of CLAC precursor (CLAC-P) in the brains of APP transgenic mice results in a significant remodeling of amyloid pathology, i.e., reduction in diffuse-type amyloid plaques and an increase in compact plaques laden with thioflavin S-positive amyloid cores. In vivo microdialysis revealed a significant decrease in Aβ in the brain interstitial fluid of CLAC-P/APP double transgenic mice compared with APP transgenic mice. These findings implicate CLAC in the compaction of Aβ in amyloid plaques and the brain dynamics of Aβ.	CLAC	 Collagenous Alzheimer amyloid plaque component
Collagenous Alzheimer amyloid plaque component impacts on the compaction of amyloid-β plaques.	33287899	Massive deposition of amyloid β peptides (Aβ) as senile plaques (SP) characterizes the brain pathology of Alzheimer's disease (AD). SPs exhibit a variety of morphologies, although little is known about the SP components that determine their morphology. Collagenous Alzheimer amyloid plaque component (CLAC) is one of the major non-Aβ proteinaceous components of SP amyloid in AD brains. Here we show that overexpression of CLAC precursor (CLAC-P) in the brains of APP transgenic mice results in a significant remodeling of amyloid pathology, i.e., reduction in diffuse-type amyloid plaques and an increase in compact plaques laden with thioflavin S-positive amyloid cores. In vivo microdialysis revealed a significant decrease in Aβ in the brain interstitial fluid of CLAC-P/APP double transgenic mice compared with APP transgenic mice. These findings implicate CLAC in the compaction of Aβ in amyloid plaques and the brain dynamics of Aβ.	AD	 Alzheimer's disease
Collagenous Alzheimer amyloid plaque component impacts on the compaction of amyloid-β plaques.	33287899	Massive deposition of amyloid β peptides (Aβ) as senile plaques (SP) characterizes the brain pathology of Alzheimer's disease (AD). SPs exhibit a variety of morphologies, although little is known about the SP components that determine their morphology. Collagenous Alzheimer amyloid plaque component (CLAC) is one of the major non-Aβ proteinaceous components of SP amyloid in AD brains. Here we show that overexpression of CLAC precursor (CLAC-P) in the brains of APP transgenic mice results in a significant remodeling of amyloid pathology, i.e., reduction in diffuse-type amyloid plaques and an increase in compact plaques laden with thioflavin S-positive amyloid cores. In vivo microdialysis revealed a significant decrease in Aβ in the brain interstitial fluid of CLAC-P/APP double transgenic mice compared with APP transgenic mice. These findings implicate CLAC in the compaction of Aβ in amyloid plaques and the brain dynamics of Aβ.	SP	 senile plaques
Retinal ganglion cell degeneration correlates with hippocampal spine loss in experimental Alzheimer's disease.	33287900	Neuronal dendritic and synaptic pruning are early features of neurodegenerative diseases, including Alzheimer's disease. In addition to brain pathology, amyloid plaque deposition, microglial activation, and cell loss occur in the retinas of human patients and animal models of Alzheimer's disease. Retinal ganglion cells, the output neurons of the retina, are vulnerable to damage in neurodegenerative diseases and are a potential opportunity for non-invasive clinical diagnosis and monitoring of Alzheimer's progression. However, the extent of retinal involvement in Alzheimer's models and how well this reflects brain pathology is unclear. Here we have quantified changes in retinal ganglion cells dendritic structure and hippocampal dendritic spines in three well-studied Alzheimer's mouse models, Tg2576, 3xTg-AD and APPNL-G-F. Dendritic complexity of DiOlistically labelled retinal ganglion cells from retinal explants was reduced in all three models in an age-, gender-, and receptive field-dependent manner. DiOlistically labelled hippocampal slices showed spine loss in CA1 apical dendrites in all three Alzheimer's models, mirroring the early stages of neurodegeneration as seen in the retina. Morphological classification showed that loss of thin spines predominated in all. The demonstration that retinal ganglion cells dendritic field reduction occurs in parallel with hippocampal dendritic spine loss in all three Alzheimer's models provide compelling support for the use of retinal neurodegeneration. As retinal dendritic changes are within the optical range of current clinical imaging systems (for example optical coherence tomography), our study makes a case for imaging the retina as a non-invasive way to diagnose disease and monitor progression in Alzheimer's disease.	ĠTg2576Ġ3xTg-AD	 ganglion cells
Supportive care: men's expectations who undergoing in vitro fertilization treatment.	33287902	Infertile couples perceive some needs and expectations during treatment. Most studies have focused on infertile women's needs. The study was done to explore the expectations of men who undergoing in in vitro fertilization (IVF) treatment. Participants were men whose wives undergo IVF treatment in the IVF clinic of Shahid Motahhri hospital in Urmia. Purposive sampling was performed and data collection was done through in-depth semi-structured interviews until data saturation.	IVF	 in vitro fertilization
KVarPredDB: a database for predicting pathogenicity of missense sequence variants of keratin genes associated with genodermatoses.	33287903	Germline variants of ten keratin genes (K1, K2, K5, K6A, K6B, K9, K10, K14, K16, and K17) have been reported for causing different types of genodermatoses with an autosomal dominant mode of inheritance. Among all the variants of these ten keratin genes, most of them are missense variants. Unlike pathogenic and likely pathogenic variants, understanding the clinical importance of novel missense variants or variants of uncertain significance (VUS) is the biggest challenge for clinicians or medical geneticists. Functional characterization is the only way to understand the clinical association of novel missense variants or VUS but it is time consuming, costly, and depends on the availability of patient's samples. Existing databases report the pathogenic variants of the keratin genes, but never emphasize the systematic effects of these variants on keratin protein structure and genotype-phenotype correlation.	VUS	 variants of uncertain significance
The treatment of complex intra-articular distal radius fractures with turning radius and distal volaris radius plate fixation.	33287905	Although distal radius fractures (DRFs) are clinically common, intra-articular DRFs accompanied by dorsally displaced free fragments are much less so. At present, it is very difficult to fix and stabilize the intra-articular distal radius fractures accompanying dorsally displaced free fragments with a plate. Our aim was to investigate the clinical effect of DRFs with distally displaced dorsal free mass treated with distal volaris radius (DVR) combined with turning of the radius via the distal palmar approach.	DVR	 distal volaris radius
The treatment of complex intra-articular distal radius fractures with turning radius and distal volaris radius plate fixation.	33287905	Although distal radius fractures (DRFs) are clinically common, intra-articular DRFs accompanied by dorsally displaced free fragments are much less so. At present, it is very difficult to fix and stabilize the intra-articular distal radius fractures accompanying dorsally displaced free fragments with a plate. Our aim was to investigate the clinical effect of DRFs with distally displaced dorsal free mass treated with distal volaris radius (DVR) combined with turning of the radius via the distal palmar approach.	ĠDRFs	 distal radius fractures
The treatment of complex intra-articular distal radius fractures with turning radius and distal volaris radius plate fixation.	33287905	Although distal radius fractures (DRFs) are clinically common, intra-articular DRFs accompanied by dorsally displaced free fragments are much less so. At present, it is very difficult to fix and stabilize the intra-articular distal radius fractures accompanying dorsally displaced free fragments with a plate. Our aim was to investigate the clinical effect of DRFs with distally displaced dorsal free mass treated with distal volaris radius (DVR) combined with turning of the radius via the distal palmar approach.	DRFs	 distal radius fractures
Alpha connectivity and inhibitory control in adults with autism spectrum disorder.	33287904	Individuals with autism spectrum disorder (ASD) often report difficulties with inhibition in everyday life. During inhibition tasks, adults with ASD show reduced activation of and connectivity between brain areas implicated in inhibition, suggesting impairments in inhibitory control at the neural level. Our study further investigated these differences by using magnetoencephalography (MEG) to examine the frequency band(s) in which functional connectivity underlying response inhibition occurs, as brain functions are frequency specific, and whether connectivity in certain frequency bands differs between adults with and without ASD.	MEG	 magnetoencephalography
Alpha connectivity and inhibitory control in adults with autism spectrum disorder.	33287904	Individuals with autism spectrum disorder (ASD) often report difficulties with inhibition in everyday life. During inhibition tasks, adults with ASD show reduced activation of and connectivity between brain areas implicated in inhibition, suggesting impairments in inhibitory control at the neural level. Our study further investigated these differences by using magnetoencephalography (MEG) to examine the frequency band(s) in which functional connectivity underlying response inhibition occurs, as brain functions are frequency specific, and whether connectivity in certain frequency bands differs between adults with and without ASD.	ASD	 autism spectrum disorder
Prevalence, associated factors, and disclosure of intimate partner violence among mothers in rural Bangladesh.	33287907	The purpose of this study is to assess the prevalence and associated factors of physical and sexual intimate partner violence (IPV) among married women of reproductive age in a rural population in northeast Bangladesh. In addition, we examined women's sharing and disclosure of violence experience with others.	IPV	 intimate partner violence
SARS-Coronavirus-2 cases in healthcare workers may not regularly originate from patient care: lessons from a university hospital on the underestimated risk of healthcare worker to healthcare worker transmission.	33287908	Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) represents an unprecedented healthcare challenge. Various SARS-CoV-2 outbreaks in healthcare facilities have been reported. Healthcare workers (HCWs) may play a critical role in the spread of the virus, particularly when asymptomatic. We examined four healthcare-associated outbreaks of SARS-CoV-2 infections that occurred at a university hospital in Berlin, Germany. We aimed to describe and analyze the spread of the virus in order to draw conclusions for effective containment of SARS-CoV-2 in healthcare facilities.	HCWs	 Healthcare workers
SARS-Coronavirus-2 cases in healthcare workers may not regularly originate from patient care: lessons from a university hospital on the underestimated risk of healthcare worker to healthcare worker transmission.	33287908	Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) represents an unprecedented healthcare challenge. Various SARS-CoV-2 outbreaks in healthcare facilities have been reported. Healthcare workers (HCWs) may play a critical role in the spread of the virus, particularly when asymptomatic. We examined four healthcare-associated outbreaks of SARS-CoV-2 infections that occurred at a university hospital in Berlin, Germany. We aimed to describe and analyze the spread of the virus in order to draw conclusions for effective containment of SARS-CoV-2 in healthcare facilities.	SARS-CoV-2	 severe acute respiratory syndrome coronavirus 2
SARS-Coronavirus-2 cases in healthcare workers may not regularly originate from patient care: lessons from a university hospital on the underestimated risk of healthcare worker to healthcare worker transmission.	33287908	Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) represents an unprecedented healthcare challenge. Various SARS-CoV-2 outbreaks in healthcare facilities have been reported. Healthcare workers (HCWs) may play a critical role in the spread of the virus, particularly when asymptomatic. We examined four healthcare-associated outbreaks of SARS-CoV-2 infections that occurred at a university hospital in Berlin, Germany. We aimed to describe and analyze the spread of the virus in order to draw conclusions for effective containment of SARS-CoV-2 in healthcare facilities.	COVID-19	 Coronavirus disease 2019
The haplotypes of various TNF related genes associated with scleritis in Chinese Han.	33287909	Several studies have stated that TNF-α participates in the pathogenesis of scleritis, but also in several systemic autoimmune diseases and vasculitis, of which some are associated with scleritis. Earlier GWAS and SNP studies have confirmed that multiple SNPs of TNF related genes are associated with many immune-mediated disorders. The purpose of this study was to examine the association of TNF related gene polymorphisms with scleritis in Chinese Han. A case-control study was carried out in 556 non-infectious scleritis cases and 742 normal controls. A total of 28 single-nucleotide polymorphisms (SNPs) were genotyped by the iPLEXGold genotyping assay.	SNPs	 single-nucleotide polymorphisms
Primary gastroduodenal tuberculosis complicated with acute pancreatitis: a rare case report and literature review.	33287912	Tuberculosis (TB) is a major health problem worldwide. Even in highly prevalent countries, primary gastroduodenal tuberculosis is a rare manifestation of extrapulmonary tuberculosis. In recent years, as the incidence of tuberculosis has increased year by year, the occur of gastroduodenal tuberculosis has also increased. Endoscopy is an important tool for diagnosing gastroduodenal tuberculosis. The performance of gastroduodenal tuberculosis under endoscopy is often non-specific, which may imitate other benign or malignant gastroduodenal diseases. Diagnosis of gastroduodenal tuberculosis relies on a combination of endoscopy and guided biopsy.	TB	 Tuberculosis
Risk factors and events in the adult intensive care unit associated with pain as self-reported at the end of the intensive care unit stay.	33287910	The short-term and long-term consequences of the most frequent painful procedures performed in the ICU are unclear. This study aimed to identify the risk factors associated with pain-related discomfort perceived by critically ill patients during the whole ICU stay as self-reported by patients at the end of their ICU stay.	ĠICU	 critically ill
MAPT subhaplotypes in corticobasal degeneration: assessing associations with disease risk, severity of tau pathology, and clinical features.	33287913	The microtubule-associated protein tau (MAPT) H1 haplotype is the strongest genetic risk factor for corticobasal degeneration (CBD). However, the specific H1 subhaplotype association is not well defined, and it is not clear whether any MAPT haplotypes influence severity of tau pathology or clinical presentation in CBD. Therefore, in the current study we examined 230 neuropathologically confirmed CBD cases and 1312 controls in order to assess associations of MAPT haplotypes with risk of CBD, severity of tau pathology (measured as semi-quantitative scores for coiled bodies, neurofibrillary tangles, astrocytic plaques, and neuropil threads), age of CBD onset, and disease duration. After correcting for multiple testing (P < 0.0026 considered as significant), we confirmed the strong association between the MAPT H2 haplotype and decreased risk of CBD (Odds ratio = 0.26, P = 2 × 10-12), and also observed a novel association between the H1d subhaplotype and an increased CBD risk (Odds ratio = 1.76, P = 0.002). Additionally, although not statistically significant after correcting for multiple testing, the H1c haplotype was associated with a higher risk of CBD (Odds ratio = 1.49, P = 0.009). No MAPT haplotypes were significantly associated with any tau pathology measures, age of CBD onset, or disease duration. Though replication will be important and there is potential that population stratification could have influenced our findings, these results suggest that several MAPT H1 subhaplotypes are primarily responsible for the strong association between MAPT H1 and risk of CBD, but that H1 subhaplotypes are unlikely to play a major role in driving tau pathology or clinical features. Our findings also indicate that similarities in MAPT haplotype risk-factor profile exist between CBD and the related tauopathy progressive supranuclear palsy, with H2, H1d, and H1c displaying associations with both diseases.	CBD	 corticobasal degeneration
MAPT subhaplotypes in corticobasal degeneration: assessing associations with disease risk, severity of tau pathology, and clinical features.	33287913	The microtubule-associated protein tau (MAPT) H1 haplotype is the strongest genetic risk factor for corticobasal degeneration (CBD). However, the specific H1 subhaplotype association is not well defined, and it is not clear whether any MAPT haplotypes influence severity of tau pathology or clinical presentation in CBD. Therefore, in the current study we examined 230 neuropathologically confirmed CBD cases and 1312 controls in order to assess associations of MAPT haplotypes with risk of CBD, severity of tau pathology (measured as semi-quantitative scores for coiled bodies, neurofibrillary tangles, astrocytic plaques, and neuropil threads), age of CBD onset, and disease duration. After correcting for multiple testing (P < 0.0026 considered as significant), we confirmed the strong association between the MAPT H2 haplotype and decreased risk of CBD (Odds ratio = 0.26, P = 2 × 10-12), and also observed a novel association between the H1d subhaplotype and an increased CBD risk (Odds ratio = 1.76, P = 0.002). Additionally, although not statistically significant after correcting for multiple testing, the H1c haplotype was associated with a higher risk of CBD (Odds ratio = 1.49, P = 0.009). No MAPT haplotypes were significantly associated with any tau pathology measures, age of CBD onset, or disease duration. Though replication will be important and there is potential that population stratification could have influenced our findings, these results suggest that several MAPT H1 subhaplotypes are primarily responsible for the strong association between MAPT H1 and risk of CBD, but that H1 subhaplotypes are unlikely to play a major role in driving tau pathology or clinical features. Our findings also indicate that similarities in MAPT haplotype risk-factor profile exist between CBD and the related tauopathy progressive supranuclear palsy, with H2, H1d, and H1c displaying associations with both diseases.	MAPT	 microtubule-associated protein tau
The relationship between gastric cancer and Helicobacter pylori cytotoxin-related gene A genotypes.	33287914	Gastric cancer has been known as the third leading cause of cancer-related death in the world. It is when cancer cells form on the lining of the stomach. Early symptoms include heartburn, upper abdominal pain, nausea, and loss of appetite. Helicobacter pylori is the most common microscopic creature that has infected humans worldwide. More than half of the world's population is infected with the bacterium. It is the main cause of diseases such as stomach ulcers and stomach and intestinal disorders. H. pylori infection is related to gastric adenocarcinoma and cagA genotype is believed to be related to cancer development. cytotoxin-associated gene A (CagA) is a 120-145kDa protein encoded on the 40kb cag pathogenicity island (PAI). This study investigates the association between cagA H. pylori genotypes and gastric cancer. For this purpose, 65 stomach biopsies of the gastric cancer patients and 100 saliva samples were collected from healthy and H. pylori-infected individuals. Then genomic DNA was purified and Polymerase Chain Reaction (PCR) was performed for the studied gene using specific primers. The presence of H. pylori was investigated by PCR and a pair of specific primers for a protected region in the bacterium glmM gene. Then cagA+ and cagA- genotypes frequencies were determined in H. pylori-infected cases. Statistical analysis showed that there were significant differences between healthy and diseased ones for genotypes cagA+ and cagA-. Then the cagA+ can be a risk factor genotype for gastric cancer.	PCR	 Polymerase Chain Reaction
Expressions of IL-12 and its receptors in patients with lumbar disc herniation and their relationship with clinical efficacy.	33287915	This study aimed to explore the expressions of interleukin-12 (IL-12) and its receptors IL-23R and IL12RB2 in patients with lumbar disc herniation (LDH) before and after treatment and their relationship with clinical efficacy. A total of 172 LDH patients undergoing surgical treatment in Wuhan Third Hospital, Tongren Hospital of Wuhan University were enrolled as the study group, and 170 healthy subjects as the control group. 5 mL of fasting venous blood was taken before surgery (T0), 1 d (T1), 3 d (T2), 5 d (T3) and 7 d (T4) after treatment respectively. The concentrations of IL-12, IL-23R and IL12RB2 in the two groups were detected, and the correlation between them and the treatment duration and clinical efficacy was analyzed. The study group showed significantly higher serum IL-12, IL-23R and IL12RB2 than the control group before treatment (P &lt; 0.001). In the study group, IL-12, IL-23R and IL-12RB2 were the lowest at T4 (P &lt; 0.001), followed by T3 (P &lt; 0.001). There was no significant difference in IL-23R at T1 and T0 (P &gt; 0.050), and in IL12RB2 at T1 and T2 (P &gt; 0.050). Spearman rank correlation showed that IL-12, IL-23R, IL12RB2 were negatively correlated with treatment duration in the study group (P &lt; 0.001), and were positively correlated with clinical efficacy (P &lt; 0.001). In conclusion, the concentrations of serum IL-12, IL-23R and IL12RB2 in LDH patients are significantly higher than those in normal controls. Moreover, the concentrations are closely related to the rehabilitation of patients and are expected to become therapeutic targets for LDH.	LDH	 lumbar disc herniation
Expressions of IL-12 and its receptors in patients with lumbar disc herniation and their relationship with clinical efficacy.	33287915	This study aimed to explore the expressions of interleukin-12 (IL-12) and its receptors IL-23R and IL12RB2 in patients with lumbar disc herniation (LDH) before and after treatment and their relationship with clinical efficacy. A total of 172 LDH patients undergoing surgical treatment in Wuhan Third Hospital, Tongren Hospital of Wuhan University were enrolled as the study group, and 170 healthy subjects as the control group. 5 mL of fasting venous blood was taken before surgery (T0), 1 d (T1), 3 d (T2), 5 d (T3) and 7 d (T4) after treatment respectively. The concentrations of IL-12, IL-23R and IL12RB2 in the two groups were detected, and the correlation between them and the treatment duration and clinical efficacy was analyzed. The study group showed significantly higher serum IL-12, IL-23R and IL12RB2 than the control group before treatment (P &lt; 0.001). In the study group, IL-12, IL-23R and IL-12RB2 were the lowest at T4 (P &lt; 0.001), followed by T3 (P &lt; 0.001). There was no significant difference in IL-23R at T1 and T0 (P &gt; 0.050), and in IL12RB2 at T1 and T2 (P &gt; 0.050). Spearman rank correlation showed that IL-12, IL-23R, IL12RB2 were negatively correlated with treatment duration in the study group (P &lt; 0.001), and were positively correlated with clinical efficacy (P &lt; 0.001). In conclusion, the concentrations of serum IL-12, IL-23R and IL12RB2 in LDH patients are significantly higher than those in normal controls. Moreover, the concentrations are closely related to the rehabilitation of patients and are expected to become therapeutic targets for LDH.	IL-12	 interleukin-12
Effects of miR-7 on Hcy-induced rat cerebral arterial vascular smooth muscle cell proliferation, migration and inflammatory factor expression by targeting MMP-14 to regulate TLR4/NF-κB signaling pathway.	33287916	The current research aimed to investigate the effect of miR-7 targeting matrix metalloproteinase 14 (MMP-14) on homocysteine (Hcy)-induced rat cerebral artery vascular smooth muscle cells (VSMCs) proliferation, migration and inflammatory factor expression and its possible mechanism. The expression of miR-7 and MMP-14 in Hcy-induced VSMCs were detected by real-time fluorescent quantitative PCR (RT-qPCR) and Western blot. Methyl Thiazolyl Tetrazolium (MTT) method, Transwell assays and enzyme-linked immunosorbent assay (ELISA) were performed to detect the effect of miR-7 and MMP-14 expression on the proliferation and migration, as well as interleukin 6 (IL-6) and tumor necrosis factor ɑ (TNF-ɑ) expression of Hcy-induced VSMCs. The interaction between miR-7 and MMP-14 was detected by dual-luciferase reporter gene assay. Western blot was applied to analyse the effects of miR-7 and MMP-14 expression on the Toll-like receptor (TLR4)/nuclear transcription factor-KB (NF-κB) signaling pathway. The results showed that after induced by Hcy, the expression of miR-7 in VSMCs was significantly reduced, the expression of MMP-14 was significantly increased, and the cell viability, the number of migrating cells, IL-6 and TNF-ɑ expression were significantly increased (P&lt;0.05). After overexpression of miR-7, the viability, migration cell numbers, IL-6 and TNF-ɑ expression of Hcy-induced VSMCs were significantly reduced (P&lt;0.05). miR-7 directly binds to MMP-14 and negatively regulates the expression of MMP-14. After overexpression of miR-7, the levels of TLR4 and p-NF-κB p65 in VSMCs were significantly reduced (P&lt;0.05); overexpression of MMP-14 could reduce the effect of miR-7 overexpression on TLR4 and p-NF-κB p65 expression in VSMCs (P&lt;0.05). Overexpression of MMP-14 and/or activation of the TLR4/NF-κB signaling pathway could reverse the effect of miR-7 overexpression on the proliferation, migration and IL-6 and TNF-ɑ expression of Hcy-induced VSMCs (P&lt;0.05). It is concluded that miR-7 can inhibit Hcy-induced rat cerebral artery VSMCs proliferation, migration, and inflammatory factor expression by targeting the regulation of MMP-14 expression and inhibiting the activation of the TLR4/NF-κB signaling pathway.	TNF-Éĳ	 tumor necrosis factor Éĳ
Effects of miR-7 on Hcy-induced rat cerebral arterial vascular smooth muscle cell proliferation, migration and inflammatory factor expression by targeting MMP-14 to regulate TLR4/NF-κB signaling pathway.	33287916	The current research aimed to investigate the effect of miR-7 targeting matrix metalloproteinase 14 (MMP-14) on homocysteine (Hcy)-induced rat cerebral artery vascular smooth muscle cells (VSMCs) proliferation, migration and inflammatory factor expression and its possible mechanism. The expression of miR-7 and MMP-14 in Hcy-induced VSMCs were detected by real-time fluorescent quantitative PCR (RT-qPCR) and Western blot. Methyl Thiazolyl Tetrazolium (MTT) method, Transwell assays and enzyme-linked immunosorbent assay (ELISA) were performed to detect the effect of miR-7 and MMP-14 expression on the proliferation and migration, as well as interleukin 6 (IL-6) and tumor necrosis factor ɑ (TNF-ɑ) expression of Hcy-induced VSMCs. The interaction between miR-7 and MMP-14 was detected by dual-luciferase reporter gene assay. Western blot was applied to analyse the effects of miR-7 and MMP-14 expression on the Toll-like receptor (TLR4)/nuclear transcription factor-KB (NF-κB) signaling pathway. The results showed that after induced by Hcy, the expression of miR-7 in VSMCs was significantly reduced, the expression of MMP-14 was significantly increased, and the cell viability, the number of migrating cells, IL-6 and TNF-ɑ expression were significantly increased (P&lt;0.05). After overexpression of miR-7, the viability, migration cell numbers, IL-6 and TNF-ɑ expression of Hcy-induced VSMCs were significantly reduced (P&lt;0.05). miR-7 directly binds to MMP-14 and negatively regulates the expression of MMP-14. After overexpression of miR-7, the levels of TLR4 and p-NF-κB p65 in VSMCs were significantly reduced (P&lt;0.05); overexpression of MMP-14 could reduce the effect of miR-7 overexpression on TLR4 and p-NF-κB p65 expression in VSMCs (P&lt;0.05). Overexpression of MMP-14 and/or activation of the TLR4/NF-κB signaling pathway could reverse the effect of miR-7 overexpression on the proliferation, migration and IL-6 and TNF-ɑ expression of Hcy-induced VSMCs (P&lt;0.05). It is concluded that miR-7 can inhibit Hcy-induced rat cerebral artery VSMCs proliferation, migration, and inflammatory factor expression by targeting the regulation of MMP-14 expression and inhibiting the activation of the TLR4/NF-κB signaling pathway.	IL-6	 interleukin
